DateTime,Entries,UniqueIPs
1492215536,16623,16623
1492234303,16729,16729
1492245147,16806,16806
1492255924,16965,16965
1492266209,17149,17149
1492276686,17383,17383
1492287480,17564,17564
1492298277,17726,17726
1492305434,16988,16988
1492314340,17065,17065
1492324831,17108,17108
1492335502,17153,17153
1492345832,17224,17224
1492355885,17497,17497
1492366677,17629,17629
1492377476,17774,17774
1492384677,17877,17877
1492393990,16847,16847
1492403945,16961,16961
1492410853,16978,16978
1492417806,17038,17038
1492424917,17105,17105
1492432340,17156,17156
1492442283,17348,17348
1492453075,17478,17478
1492463877,17619,17619
1492471077,17712,17712
1492481854,16814,16814
1492501202,16890,16890
1492512033,16977,16977
1492522609,17036,17036
1492532287,17165,17165
1492543081,17312,17312
1492553878,17436,17436
1492564658,16774,16774
1492580188,16852,16852
1492591067,16937,16937
1492601194,17015,17015
1492611898,17123,17123
1492622279,17283,17283
1492633077,17396,17396
1492643882,17519,17519
1492651031,16835,16835
1492667052,16911,16911
1492677333,16949,16949
1492688187,17032,17032
1492698101,17163,17163
1492708762,17242,17242
1492741000,16488,16488
1492780755,16762,16762
1492791521,16911,16911
1492802316,17381,17381
1492813131,17681,17681
1492823727,16806,16806
1492885212,16988,16988
1492895904,17445,17445
1492903122,17516,17516
1492913776,16292,16292
1492921942,16341,16341
1492928481,16356,16356
1492935533,16410,16410
1492943659,16440,16440
1492953429,16523,16523
1492964192,16700,16700
1492974992,16808,16808
1492985792,16918,16918
1492996530,15264,15264
1493011088,15322,15322
1493021871,15330,15330
1493032658,15430,15430
1493043392,15604,15604
1493054192,15687,15687
1493064992,15793,15793
1493075792,15894,15894
1493086655,14550,14550
1493097522,14593,14593
1493108253,14643,14643
1493119052,14707,14707
1493129792,14826,14826
1493140590,14930,14930
1493151391,15025,15025
1493162192,15132,15132
1493173044,14026,14026
1493183775,14070,14070
1493194657,14096,14096
1493205529,14136,14136
1493216192,14292,14292
1493226992,14400,14400
1493237792,14532,14532
1493248593,14675,14675
1493259445,14054,14054
1493270273,14122,14122
1493281082,14192,14192
1493291946,14303,14303
1493302593,14501,14501
1493313393,14713,14713
1493324193,14959,14959
1493334993,15233,15233
1493345846,14491,14491
1493367475,14665,14665
1493388992,15147,15147
1493399792,15493,15493
1493410593,15860,15860
1493421393,16255,16255
1493432277,15586,15586
1493443050,15775,15775
1493453730,15844,15844
1493475393,16509,16509
1493486192,16828,16828
1493496993,17142,17142
1493507793,17401,17401
1493515588,16626,16626
1493537535,16722,16722
1493551504,16778,16778
1493561909,16954,16954
1493572703,17163,17163
1493583472,17377,17377
1493594295,17592,17592
1493603949,16730,16730
1493612714,16878,16878
1493621182,16950,16950
1493627955,17016,17016
1493638905,17240,17240
1493648353,17531,17531
1493659272,17741,17741
1493669881,17968,17968
1493680682,18195,18195
1493687753,17561,17561
1493696857,17652,17652
1493706112,17702,17702
1493722427,17795,17795
1493731688,17953,17953
1493741916,18206,18206
1493752701,18405,18405
1493763501,18612,18612
1493774160,18109,18109
1493793746,18175,18175
1493803952,18381,18381
1493813841,18487,18487
1493824717,18741,18741
1493835516,18916,18916
1493846321,19110,19110
1493853516,19216,19216
1493864161,18431,18431
1493872267,18495,18495
1493883385,18532,18532
1493893651,18606,18606
1493901763,18647,18647
1493911089,18861,18861
1493921979,18955,18955
1493932686,19218,19218
1493939827,19344,19344
1493950728,18686,18686
1493964974,18745,18745
1493973681,18828,18828
1493984332,18951,18951
1493994123,19161,19161
1494004645,19380,19380
1494015448,19541,19541
1494026246,19698,19698
1494033358,18743,18743
1494041392,18792,18792
1494051827,18836,18836
1494062169,18929,18929
1494070026,18987,18987
1494080378,19168,19168
1494091023,19308,19308
1494101822,19435,19435
1494112627,19561,19561
1494123371,18968,18968
1494131019,19007,19007
1494138283,19046,19046
1494148875,19100,19100
1494156710,19187,19187
1494166622,19393,19393
1494177417,19521,19521
1494188212,19645,19645
1494199018,19785,19785
1494209766,18710,18710
1494224239,18753,18753
1494238527,18836,18836
1494249457,19014,19014
1494260125,19088,19088
1494271015,19226,19226
1494278220,19288,19288
1494285439,19351,19351
1494292579,18492,18492
1494308459,18559,18559
1494319102,18631,18631
1494330199,18684,18684
1494339432,18874,18874
1494350217,18979,18979
1494360955,19097,19097
1494371797,19209,19209
1494382663,18285,18285
1494393501,18323,18323
1494404285,18324,18324
1494415068,18401,18401
1494425797,18602,18602
1494469122,17682,17682
1494552316,16707,16707
1494591331,16785,16785
1494602135,16906,16906
1494634531,15877,15877
1494724531,15652,15652
1494746381,15668,15668
1494757049,15686,15686
1494767798,15882,15882
1494778598,15989,15989
1494789397,16108,16108
1494800197,16227,16227
1494811112,15144,15144
1494821931,15193,15193
1494832622,15258,15258
1494843482,15303,15303
1494854211,15407,15407
1494864997,15592,15592
1494875799,15711,15711
1494886597,15828,15828
1494895886,14435,14435
1494908326,14469,14469
1494915385,14475,14475
1494922845,14501,14501
1494929858,14552,14552
1494940669,14636,14636
1494951453,14741,14741
1494962261,14857,14857
1494973062,14971,14971
1494981280,13951,13951
1494994586,13983,13983
1495002222,14015,14015
1495008955,14031,14031
1495023343,14076,14076
1495034146,14241,14241
1495045104,14354,14354
1495055885,14468,14468
1495066812,14556,14556
1495077353,14596,14596
1495088206,14622,14622
1495095368,14659,14659
1495102579,14672,14672
1495113326,14718,14718
1495124311,14930,14930
1495135122,15059,15059
1495145949,15187,15187
1495149540,15237,15237
1495160226,14965,14965
1495182046,15047,15047
1495199981,15108,15108
1495210721,15283,15283
1495221524,15411,15411
1495232325,15530,15530
1495242985,14538,14538
1495257433,14590,14590
1495265092,14626,14626
1495272028,14688,14688
1495279625,14729,14729
1495289828,14850,14850
1495300715,15099,15099
1495311512,15236,15236
1495322319,15344,15344
1495333321,14790,14790
1495340191,14832,14832
1495347413,14849,14849
1495354599,14868,14868
1495365489,14910,14910
1495376308,15049,15049
1495387110,15171,15171
1495397912,15300,15300
1495408709,15435,15435
1495419423,14745,14745
1495426630,14785,14785
1495444710,14896,14896
1495455334,14969,14969
1495466313,15162,15162
1495477140,15264,15264
1495487910,15375,15375
1495506839,15016,15016
1495513803,15068,15068
1495527411,15136,15136
1495538137,15173,15173
1495548359,15225,15225
1495556338,15313,15313
1495566947,15399,15399
1495577906,15549,15549
1495588572,15007,15007
1495599420,15044,15044
1495617369,15143,15143
1495625970,15249,15249
